FlightMode:,T:,P:,Sample:
Standby,24.004254,100954.425998,8264
Standby,24.007330,100955.519583,8265
Standby,24.005705,100953.518693,8266
Standby,24.010616,100954.457763,8267
Standby,24.011123,100953.368173,8268
Standby,24.012207,100953.819865,8269
Standby,24.008833,100953.831730,8270
Standby,24.011280,100956.953929,8271
Standby,24.004971,100957.187597,8272
Standby,24.000462,100958.193867,8273
Standby,23.999850,100955.345125,8274
Standby,23.998889,100956.791256,8275
Standby,24.003678,100956.022714,8276
Standby,24.004866,100955.024284,8277
Standby,24.006282,100955.472023,8278
Standby,24.003450,100956.414958,8279
Standby,24.009463,100957.017300,8280
Standby,24.005827,100955.781062,8281
Standby,24.013622,100955.075881,8282
Standby,24.019617,100958.463603,8283
Standby,24.004010,100955.400671,8284
Standby,24.012032,100955.143227,8285
Standby,24.014304,100956.006998,8286
Standby,24.012102,100958.677482,8287
Standby,24.002804,100951.387055,8288
Standby,24.007505,100953.704930,8289
Standby,24.008029,100956.407110,8290
Standby,24.005093,100957.373818,8291
Standby,24.013867,100956.652831,8292
Standby,24.006317,100954.132828,8293
Standby,24.010983,100955.793013,8294
Standby,24.008554,100955.004520,8295
Standby,23.999745,100952.294334,8296
Standby,24.011140,100957.540327,8297
Standby,24.005792,100954.457715,8298
Standby,24.008169,100957.437267,8299
Standby,24.009602,100957.270879,8300
Standby,24.005653,100954.933167,8301
Standby,24.013273,100957.072816,8302
Standby,24.002821,100955.416499,8303
Standby,24.008676,100954.319072,8304
Standby,24.010651,100954.307201,8305
Standby,24.010249,100955.785081,8306
Standby,24.017240,100959.192632,8307
Standby,24.012259,100955.638500,8308
Standby,24.009533,100954.750953,8309
Standby,24.020823,100957.548332,8310
Standby,24.018027,100958.198123,8311
Standby,24.014671,100955.789080,8312
Standby,24.009637,100956.201100,8313
Standby,24.009375,100954.857930,8314
Standby,24.006369,100954.604320,8315
Standby,24.009148,100955.646394,8316
Standby,24.007365,100954.798476,8317
Standby,24.014321,100957.770171,8318
Standby,24.010634,100956.442803,8319
Standby,24.017765,100955.919847,8320
Standby,24.013605,100954.564760,8321
Standby,24.016192,100957.480948,8322
Standby,24.015877,100957.599812,8323
Standby,24.017432,100953.926853,8324
Standby,24.018656,100954.854011,8325
Standby,24.022047,100954.497403,8326
Standby,24.026468,100957.687015,8327
Standby,24.021382,100955.075893,8328
Standby,24.006387,100955.210525,8329
Standby,23.991967,100953.510525,8330
Standby,23.984644,100956.604588,8331
Standby,23.987074,100955.396283,8332
Standby,23.981201,100955.158350,8333
Standby,23.980782,100955.380200,8334
Standby,23.977321,100956.528999,8335
Standby,23.976919,100954.964039,8336
Standby,23.984417,100958.581587,8337
Standby,23.978247,100956.580546,8338
Standby,23.975521,100954.615333,8339
Standby,23.985431,100957.908099,8340
Standby,23.978702,100956.081368,8341
Standby,23.977985,100957.630433,8342
Standby,23.980485,100957.135312,8343
Standby,23.979873,100956.109153,8344
Standby,23.980974,100955.518875,8345
Standby,23.981358,100958.189219,8346
Standby,23.974525,100955.340308,8347
Standby,23.979436,100955.962544,8348
Standby,23.983368,100956.600576,8349
Standby,23.981953,100957.404787,8350
Standby,23.979698,100956.402325,8351
Standby,23.980187,100957.828632,8352
Standby,23.978789,100956.956950,8353
Standby,23.980222,100956.964938,8354
Standby,23.975521,100955.677112,8355
Standby,23.971082,100954.575508,8356
Standby,23.975486,100955.494865,8357
Standby,23.975329,100956.077252,8358
Standby,23.973511,100956.314874,8359
Standby,23.972672,100956.172205,8360
Standby,23.975538,100957.725397,8361
Standby,23.975556,100956.445716,8362
Standby,23.975503,100956.608149,8363
Standby,23.977129,100956.532951,8364
Standby,23.972602,100955.776018,8365
Standby,23.972060,100954.321998,8366
Standby,23.965891,100955.680577,8367
Standby,23.976168,100957.598649,8368
Standby,23.971012,100959.091986,8369
Standby,23.972794,100958.878149,8370
Standby,23.965873,100956.088639,8371
Standby,23.967621,100956.722626,8372
Standby,23.970050,100956.401854,8373
Standby,23.972322,100957.804464,8374
Standby,23.967586,100955.082440,8375
Standby,23.975101,100958.244378,8376
Standby,23.966765,100955.482537,8377
Standby,23.966258,100956.239209,8378
Standby,23.971186,100957.214090,8379
Standby,23.973109,100956.508984,8380
Standby,23.974262,100957.515353,8381
Standby,23.969474,100954.274330,8382
Standby,23.966293,100954.995211,8383
Standby,23.964422,100956.567929,8384
Standby,23.958375,100956.480389,8385
Standby,23.956907,100957.557875,8386
Standby,23.950493,100957.212741,8387
Standby,23.946630,100955.972452,8388
Standby,23.944760,100956.150577,8389
Standby,23.948116,100955.200047,8390
Standby,23.953778,100954.598275,8391
Standby,23.954390,100956.258262,8392
Standby,23.957239,100955.129370,8393
Standby,23.955194,100954.538943,8394
Standby,23.955596,100956.230614,8395
Standby,23.959861,100957.356029,8396
Standby,23.957117,100956.828935,8397
Standby,23.959406,100956.840974,8398
Standby,23.954250,100955.465915,8399
Standby,23.954984,100954.348768,8400
Standby,23.958113,100954.978880,8401
Standby,23.964755,100957.055247,8402
Standby,23.960001,100956.595385,8403
Standby,23.960787,100957.993931,8404
Standby,23.955911,100957.347835,8405
Standby,23.958550,100957.058812,8406
Standby,23.958130,100956.900315,8407
Standby,23.960175,100956.825177,8408
Standby,23.955753,100953.730794,8409
Standby,23.958655,100956.337785,8410
Standby,23.953551,100957.224853,8411
Standby,23.942680,100957.802392,8412
Standby,23.948116,100955.960681,8413
Standby,23.950947,100957.537631,8414
Standby,23.943973,100956.178246,8415
Standby,23.943956,100959.644646,8416
Standby,23.944375,100960.231000,8417
Standby,23.946228,100960.128160,8418
Standby,23.949898,100956.079664,8419
Standby,23.944672,100957.810484,8420
Standby,23.940757,100958.396463,8421
Standby,23.945232,100958.650392,8422
Standby,23.936807,100954.917872,8423
Standby,23.946280,100957.652151,8424
Standby,23.942855,100957.208169,8425
Standby,23.937786,100958.245656,8426
Standby,23.945983,100958.614801,8427
Standby,23.943134,100958.190667,8428
Standby,23.945931,100958.254289,8429
Standby,23.939779,100956.811749,8430
Standby,23.938118,100957.924800,8431
Standby,23.930778,100957.084273,8432
Standby,23.931861,100959.437508,8433
Standby,23.931721,100957.995508,8434
Standby,23.933364,100957.417285,8435
Standby,23.936860,100957.734532,8436
Standby,23.943257,100958.614569,8437
Standby,23.946228,100957.450105,8438
Standby,23.946438,100958.242446,8439
Standby,23.946193,100957.283714,8440
Standby,23.955631,100959.867456,8441
Standby,23.949566,100958.413049,8442
Standby,23.954390,100958.714509,8443
Standby,23.954915,100957.787512,8444
Standby,23.953953,100955.715481,8445
Standby,23.957152,100957.755978,8446
Standby,23.952800,100957.941861,8447
Standby,23.953062,100957.288204,8448
Standby,23.953324,100956.777167,8449
Standby,23.958585,100959.063446,8450
Standby,23.961294,100957.284812,8451
Standby,23.960525,100957.173833,8452
Standby,23.957903,100957.102347,8453
Standby,23.955614,100956.694134,8454
Standby,23.954949,100957.874672,8455
Standby,23.957833,100957.054802,8456
Standby,23.965034,100959.796814,8457
Standby,23.958096,100957.938283,8458
Standby,23.962220,100955.719979,8459
Standby,23.963584,100956.314325,8460
Standby,23.957921,100956.535823,8461
Standby,23.966572,100957.705089,8462
Standby,23.960997,100957.344219,8463
Standby,23.953464,100958.029068,8464
Standby,23.954827,100957.038746,8465
Standby,23.963024,100958.200089,8466
Standby,23.962587,100958.814133,8467
Standby,23.964055,100958.148653,8468
Standby,23.963059,100957.114569,8469
Standby,23.966712,100960.319881,8470
Standby,23.963758,100958.255601,8471
Standby,23.956505,100957.720277,8472
Standby,23.961504,100958.726902,8473
Standby,23.967534,100960.727999,8474
Standby,23.960210,100959.622166,8475
Standby,23.963514,100959.341109,8476
Standby,23.963199,100959.158847,8477
Standby,23.959843,100958.968454,8478
Standby,23.949654,100958.068393,8479
Standby,23.958078,100960.137036,8480
Standby,23.968617,100960.276424,8481
Standby,23.967097,100960.216899,8482
Standby,23.959878,100957.470921,8483
Standby,23.957169,100956.777437,8484
Standby,23.962046,100957.962320,8485
Standby,23.961609,100960.699860,8486
Standby,23.957047,100957.652966,8487
Standby,23.956086,100957.260690,8488
Standby,23.953184,100958.916463,8489
Standby,23.957519,100958.710777,8490
Standby,23.960472,100958.683252,8491
Standby,23.961539,100957.371986,8492
Standby,23.954932,100956.618814,8493
Standby,23.962378,100960.810844,8494
Standby,23.953936,100958.342076,8495
Standby,23.958690,100959.087224,8496
Standby,23.955666,100958.892880,8497
Standby,23.964632,100958.263581,8498
Standby,23.958847,100957.680823,8499
Standby,23.960770,100957.799804,8500
Standby,23.964265,100960.620812,8501
Standby,23.964300,100959.836383,8502
Standby,23.957169,100958.647364,8503
Standby,23.960175,100959.804404,8504
Standby,23.963129,100958.952831,8505
Standby,23.954233,100958.758076,8506
Standby,23.952171,100956.911780,8507
Standby,23.955911,100958.631426,8508
Standby,23.961381,100959.285500,8509
Standby,23.962273,100957.918756,8510
Standby,23.959109,100956.852840,8511
Standby,23.963059,100960.474143,8512
Standby,23.958428,100957.490631,8513
Standby,23.953079,100958.163736,8514
Standby,23.950265,100957.383075,8515
Standby,23.948273,100960.702773,8516
Standby,23.946962,100956.697455,8517
Standby,23.951524,100958.365663,8518
Standby,23.946980,100958.745617,8519
Standby,23.946473,100955.794167,8520
Standby,23.943379,100958.848314,8521
Standby,23.951052,100959.399620,8522
Standby,23.944987,100959.624928,8523
Standby,23.942890,100958.689807,8524
Standby,23.939551,100958.059622,8525
Standby,23.945214,100958.899972,8526
Standby,23.940460,100957.045540,8527
Standby,23.946053,100959.280359,8528
Standby,23.943589,100958.674021,8529
Standby,23.946246,100956.899441,8530
Standby,23.941404,100957.227854,8531
Standby,23.940583,100956.883126,8532
Standby,23.948221,100956.444008,8533
Standby,23.949549,100957.505831,8534
Standby,23.945878,100959.113956,8535
Standby,23.942226,100958.792750,8536
Standby,23.939289,100959.362953,8537
Standby,23.942628,100959.280061,8538
Standby,23.944323,100958.729547,8539
Standby,23.945389,100958.987142,8540
Standby,23.945599,100956.530959,8541
Standby,23.944375,100957.362798,8542
Standby,23.947137,100957.909726,8543
Standby,23.948133,100958.927947,8544
Standby,23.942802,100957.735056,8545
Standby,23.944900,100956.768599,8546
Standby,23.942470,100957.342830,8547
Standby,23.937524,100958.756672,8548
Standby,23.945581,100958.697961,8549
Standby,23.943117,100957.806391,8550
Standby,23.943799,100958.024337,8551
Standby,23.948168,100958.302011,8552
Standby,23.941981,100959.276042,8553
Standby,23.937157,100957.611751,8554
Standby,23.935304,100957.096582,8555
Standby,23.936982,100958.839814,8556
Standby,23.934832,100958.336496,8557
Standby,23.940181,100958.693529,8558
Standby,23.940303,100959.497739,8559
Standby,23.943047,100959.533641,8560
Standby,23.938241,100958.586391,8561
Standby,23.936266,100959.279477,8562
Standby,23.940093,100959.117409,8563
Standby,23.944113,100959.696160,8564
Standby,23.937035,100959.342935,8565
Standby,23.934221,100957.785787,8566
Standby,23.938415,100960.226491,8567
Standby,23.941317,100959.394830,8568
Standby,23.938153,100960.103658,8569
Standby,23.942505,100958.491694,8570
Standby,23.939237,100958.352750,8571
Standby,23.944515,100960.341937,8572
Standby,23.942995,100956.003856,8573
Standby,23.943414,100957.113137,8574
Standby,23.953848,100960.873587,8575
Standby,23.945634,100959.074319,8576
Standby,23.941299,100959.390867,8577
Standby,23.940146,100958.542986,8578
Standby,23.938782,100958.360632,8579
Standby,23.939691,100959.042103,8580
Standby,23.937070,100958.035628,8581
Standby,23.934832,100958.796033,8582
Standby,23.937367,100959.117158,8583
Standby,23.937332,100957.477074,8584
Standby,23.939988,100956.732536,8585
Standby,23.941090,100958.186528,8586
Standby,23.945074,100958.899960,8587
Standby,23.942313,100959.890118,8588
Standby,23.946333,100959.438847,8589
Standby,23.949794,100961.522964,8590
Standby,23.937891,100959.410362,8591
Standby,23.934850,100961.256144,8592
Standby,23.925552,100960.906554,8593
Standby,23.927929,100960.162055,8594
Standby,23.930638,100959.857303,8595
Standby,23.938433,100959.739222,8596
Standby,23.937664,100961.197000,8597
Standby,23.938852,100959.279720,8598
Standby,23.942837,100959.200848,8599
Standby,23.939586,100959.588790,8600
Standby,23.939988,100958.380548,8601
Standby,23.942068,100959.486014,8602
Standby,23.937786,100958.958735,8603
Standby,23.943239,100959.767392,8604
Standby,23.945861,100959.775545,8605
Standby,23.941229,100958.139002,8606
Standby,23.939953,100956.914765,8607
Standby,23.946018,100957.450088,8608
Standby,23.945878,100958.606869,8609
Standby,23.946473,100957.901749,8610
Standby,23.947486,100957.893908,8611
Standby,23.948203,100957.216526,8612
Standby,23.943869,100959.371287,8613
Standby,23.948308,100956.796600,8614
Standby,23.945791,100957.715497,8615
Standby,23.947015,100959.213092,8616
Standby,23.944795,100959.327790,8617
Standby,23.944008,100959.450532,8618
Standby,23.946822,100958.282094,8619
Standby,23.945878,100957.196533,8620
Standby,23.948308,100960.599773,8621
Standby,23.945878,100959.034723,8622
Standby,23.947294,100957.945394,8623
Standby,23.949531,100960.940579,8624
Standby,23.948745,100958.480332,8625
Standby,23.949601,100961.067358,8626
Standby,23.946018,100958.083947,8627
Standby,23.948850,100958.282258,8628
Standby,23.952223,100958.746037,8629
Standby,23.948290,100959.423165,8630
Standby,23.946508,100956.657803,8631
Standby,23.954740,100958.619454,8632
Standby,23.956051,100959.994262,8633
Standby,23.949584,100958.512092,8634
Standby,23.952922,100957.922062,8635
Standby,23.945599,100957.354975,8636
Standby,23.948273,100959.023038,8637
Standby,23.951087,100960.025565,8638
Standby,23.941928,100956.237502,8639
Standby,23.942558,100958.820511,8640
Standby,23.940338,100960.091978,8641
Standby,23.935234,100956.985653,8642
Standby,23.937909,100959.810480,8643
Standby,23.937576,100958.768561,8644
Standby,23.935444,100958.459362,8645
Standby,23.942261,100960.337773,8646
Standby,23.944830,100959.589259,8647
Standby,23.938800,100957.667360,8648
Standby,23.936947,100958.800195,8649
Standby,23.937105,100958.740786,8650
Standby,23.938363,100958.503210,8651
Standby,23.934675,100957.983906,8652
Standby,23.937524,100958.487286,8653
Standby,23.940845,100959.462134,8654
Standby,23.935584,100957.730453,8655
Standby,23.933941,100956.787458,8656
Standby,23.936108,100958.689193,8657
Standby,23.937472,100957.635549,8658
Standby,23.941387,100957.921129,8659
Standby,23.941422,100959.371070,8660
Standby,23.933172,100960.495362,8661
Standby,23.933312,100958.530465,8662
Standby,23.931949,100957.872723,8663
Standby,23.927736,100959.864925,8664
Standby,23.925185,100960.173646,8665
Standby,23.927492,100959.413292,8666
Standby,23.928925,100957.995232,8667
Standby,23.930445,100958.720336,8668
Standby,23.932822,100958.514572,8669
Standby,23.928820,100959.318355,8670
Standby,23.926391,100961.413712,8671
Standby,23.927352,100960.443258,8672
Standby,23.919085,100958.552753,8673
Standby,23.925272,100959.829009,8674
Standby,23.911447,100960.544421,8675
Standby,23.912094,100959.312524,8676
Standby,23.903320,100960.206673,8677
Standby,23.904089,100961.125789,8678
Standby,23.893811,100960.284600,8679
Standby,23.895891,100961.802033,8680
Standby,23.907217,100960.108145,8681
Standby,23.906151,100959.549468,8682
Standby,23.907532,100960.971749,8683
Standby,23.898041,100960.261422,8684
Standby,23.894476,100961.623576,8685
Standby,23.893689,100959.226946,8686
Standby,23.898373,100962.586706,8687
Standby,23.898635,100962.709541,8688
Standby,23.899911,100960.875668,8689
Standby,23.901345,100961.866175,8690
Standby,23.899737,100962.848340,8691
Standby,23.909769,100962.493181,8692
Standby,23.903197,100960.083858,8693
Standby,23.907654,100963.059371,8694
Standby,23.911412,100962.327016,8695
Standby,23.903215,100958.677612,8696
Standby,23.907007,100960.741926,8697
Standby,23.909472,100960.857118,8698
Standby,23.905015,100960.717900,8699
Standby,23.908318,100961.863144,8700
Standby,23.907724,100961.363942,8701
Standby,23.907462,100964.124935,8702
Standby,23.911272,100960.140343,8703
Standby,23.914506,100962.283831,8704
Standby,23.912338,100963.456116,8705
Standby,23.904246,100963.157943,8706
Standby,23.909979,100960.734381,8707
Standby,23.910136,100961.292947,8708
Standby,23.916620,100961.685923,8709
Standby,23.914663,100961.828294,8710
Standby,23.912793,100959.803815,8711
Standby,23.912723,100960.770374,8712
Standby,23.922353,100964.665590,8713
Standby,23.921654,100961.116073,8714
Standby,23.917861,100959.812336,8715
Standby,23.915974,100962.394930,8716
Standby,23.918718,100962.652754,8717
Standby,23.918945,100963.068728,8718
Standby,23.913964,100962.351106,8719
Standby,23.918054,100959.887625,8720
Standby,23.913597,100960.778404,8721
Standby,23.916515,100960.489575,8722
Standby,23.919679,100962.490452,8723
Standby,23.921846,100961.143825,8724
Standby,23.920885,100962.763933,8725
Standby,23.920483,100962.910457,8726
Standby,23.919067,100961.115774,8727
Standby,23.914506,100961.380641,8728
Standby,23.916218,100960.580651,8729
Standby,23.918036,100958.932929,8730
Standby,23.916655,100961.788923,8731
Standby,23.911796,100962.319142,8732
Standby,23.910136,100961.340483,8733
Standby,23.909210,100961.257178,8734
Standby,23.912321,100962.501431,8735
Standby,23.910818,100960.370044,8736
Standby,23.919347,100961.781322,8737
Standby,23.916079,100960.073579,8738
Standby,23.923297,100963.691191,8739
Standby,23.918997,100961.179148,8740
Standby,23.918595,100960.739387,8741
Standby,23.921881,100962.197567,8742
Standby,23.917197,100960.216320,8743
Standby,23.917984,100962.517978,8744
Standby,23.914925,100961.396537,8745
Standby,23.912233,100960.580170,8746
Standby,23.911342,100961.867493,8747
Standby,23.913317,100960.017791,8748
Standby,23.918805,100962.102131,8749
Standby,23.911761,100960.441465,8750
Standby,23.901414,100961.311609,8751
Standby,23.908493,100964.786613,8752
Standby,23.910153,100961.201839,8753
Standby,23.910416,100962.703215,8754
Standby,23.918368,100963.334071,8755
Standby,23.910975,100961.689186,8756
Standby,23.915362,100962.794953,8757
Standby,23.904054,100962.702371,8758
Standby,23.884286,100961.879530,8759
Standby,23.879444,100958.610889,8760
Standby,23.893497,100962.193846,8761
Standby,23.904071,100961.090135,8762
Standby,23.898618,100961.485520,8763
Standby,23.897901,100959.595918,8764
Standby,23.897464,100960.796107,8765
Standby,23.904403,100961.498191,8766
Standby,23.904997,100963.597748,8767
Standby,23.897849,100961.025911,8768
Standby,23.892938,100962.383901,8769
Standby,23.896101,100960.376029,8770
Standby,23.901519,100959.418146,8771
Standby,23.898968,100961.184515,8772
Standby,23.902708,100961.034496,8773
Standby,23.899230,100961.053830,8774
Standby,23.906343,100961.589556,8775
Standby,23.907759,100961.530322,8776
Standby,23.904910,100959.965243,8777
Standby,23.909419,100961.479038,8778
Standby,23.909769,100961.178023,8779
Standby,23.907270,100959.407002,8780
Standby,23.910713,100960.473026,8781
Standby,23.910049,100959.720292,8782
Standby,23.909175,100961.677073,8783
Standby,23.907707,100959.712077,8784
Standby,23.910678,100959.419309,8785
Standby,23.908982,100959.589436,8786
Standby,23.903774,100958.851979,8787
Standby,23.898670,100958.962226,8788
Standby,23.896888,100960.189961,8789
Standby,23.898845,100959.730727,8790
Standby,23.907584,100962.282946,8791
Standby,23.907532,100961.304498,8792
Standby,23.904124,100960.119631,8793
Standby,23.903634,100959.073792,8794
Standby,23.901624,100961.850368,8795
Standby,23.907811,100961.811581,8796
Standby,23.901362,100961.109579,8797
Standby,23.900873,100960.047899,8798
Standby,23.898024,100961.683498,8799
Standby,23.894860,100959.143924,8800
Standby,23.895577,100960.336344,8801
Standby,23.899387,100961.960974,8802
Standby,23.901065,100961.010507,8803
Standby,23.900331,100958.451447,8804
Standby,23.900873,100959.287340,8805
Standby,23.904526,100961.541781,8806
Standby,23.902568,100959.323214,8807
Standby,23.902253,100962.008904,8808
Standby,23.893951,100961.678958,8809
Standby,23.899090,100962.590769,8810
Standby,23.891382,100958.291787,8811
Standby,23.896241,100958.696497,8812
Standby,23.897884,100959.528575,8813
Standby,23.894004,100959.805323,8814
Standby,23.898863,100962.032203,8815
Standby,23.901100,100958.467392,8816
Standby,23.896276,100960.114614,8817
Standby,23.900575,100960.265727,8818
Standby,23.898688,100961.279546,8819
Standby,23.895035,100960.023333,8820
Standby,23.898059,100961.390372,8821
Standby,23.892483,100957.464055,8822
Standby,23.894371,100960.918469,8823
Standby,23.896101,100963.988649,8824
Standby,23.896311,100961.168299,8825
Standby,23.883552,100959.415612,8826
Standby,23.883377,100959.106620,8827
Standby,23.890019,100962.228982,8828
Standby,23.893007,100959.563551,8829
Standby,23.887991,100959.265746,8830
Standby,23.880476,100960.175670,8831
Standby,23.879130,100958.903959,8832
Standby,23.889966,100961.741753,8833
Standby,23.891522,100962.221284,8834
Standby,23.887240,100961.931478,8835
Standby,23.890823,100961.349724,8836
Standby,23.891085,100964.150306,8837
Standby,23.892186,100960.882505,8838
Standby,23.892256,100961.357856,8839
Standby,23.882573,100961.158345,8840
Standby,23.888201,100960.723476,8841
Standby,23.886331,100962.438363,8842
Standby,23.874481,100959.370633,8843
Standby,23.875704,100958.095375,8844
Standby,23.877906,100962.730148,8845
Standby,23.880144,100960.813351,8846
Standby,23.880301,100959.914212,8847
Standby,23.880878,100960.726323,8848
Standby,23.881926,100961.661302,8849
Standby,23.878431,100961.914255,8850
Standby,23.881926,100962.136633,8851
Standby,23.882188,100961.863359,8852
Standby,23.881524,100962.964436,8853
Standby,23.877399,100961.426879,8854
Standby,23.875757,100960.658172,8855
Standby,23.874760,100956.170170,8856
Standby,23.881384,100959.637104,8857
Standby,23.884950,100960.540777,8858
Standby,23.877522,100961.042677,8859
Standby,23.871125,100962.031881,8860
Standby,23.867944,100962.831455,8861
Standby,23.863557,100961.773112,8862
Standby,23.868556,100963.318761,8863
Standby,23.860271,100960.061416,8864
Standby,23.858925,100963.495275,8865
Standby,23.864448,100961.436589,8866
Standby,23.860830,100960.726947,8867
Standby,23.865829,100963.144000,8868
Standby,23.866755,100962.957998,8869
Standby,23.868206,100960.530175,8870
Standby,23.865829,100959.198891,8871
Standby,23.874061,100965.106127,8872
Standby,23.874411,100965.122031,8873
Standby,23.877819,100963.565916,8874
Standby,23.876054,100962.246597,8875
Standby,23.873712,100963.252308,8876
Standby,23.866301,100961.492364,8877
Standby,23.865742,100965.643347,8878
Standby,23.861722,100962.846196,8879
Standby,23.862491,100962.941397,8880
Standby,23.860516,100961.653744,8881
Standby,23.862508,100965.242699,8882
Standby,23.859764,100961.641726,8883
Standby,23.857492,100962.774128,8884
Standby,23.859327,100959.657237,8885
Standby,23.861826,100962.362983,8886
Standby,23.859379,100963.645873,8887
Standby,23.855394,100962.900486,8888
Standby,23.857999,100962.271188,8889
Standby,23.863452,100961.258172,8890
Standby,23.865969,100965.378004,8891
Standby,23.871404,100964.091649,8892
Standby,23.869971,100963.275436,8893
Standby,23.864431,100962.842720,8894
Standby,23.865637,100963.987649,8895
Standby,23.865689,100963.270726,8896
Standby,23.866126,100964.288769,8897
Standby,23.872453,100962.396517,8898
Standby,23.868206,100963.397919,8899
Standby,23.868101,100964.261394,8900
Standby,23.866196,100961.959738,8901
Standby,23.870338,100964.531134,8902
Standby,23.868381,100966.574654,8903
Standby,23.865969,100961.955738,8904
Standby,23.872733,100962.111371,8905
Standby,23.874498,100963.620816,8906
Standby,23.874830,100962.190941,8907
Standby,23.873065,100964.515763,8908
Standby,23.874970,100963.696155,8909
Standby,23.869779,100961.441466,8910
Standby,23.873921,100964.725844,8911
Standby,23.876106,100963.462645,8912
Standby,23.870845,100961.619890,8913
Standby,23.872366,100962.915395,8914
Standby,23.874428,100960.879775,8915
Standby,23.876263,100960.773124,8916
Standby,23.874900,100961.842382,8917
Standby,23.876491,100962.424915,8918
Standby,23.873747,100960.297394,8919
Standby,23.875005,100960.265909,8920
Standby,23.875564,100961.375089,8921
Standby,23.875774,100961.692006,8922
Standby,23.881647,100963.515046,8923
Standby,23.881245,100961.126449,8924
Standby,23.877085,100959.818644,8925
Standby,23.878064,100961.292310,8926
Standby,23.877627,100962.492439,8927
Standby,23.878920,100961.708359,8928
Standby,23.881664,100962.948614,8929
Standby,23.875687,100960.864135,8930
Standby,23.880371,100964.002053,8931
Standby,23.874323,100960.190540,8932
Standby,23.876648,100960.670199,8933
Standby,23.873642,100961.604513,8934
Standby,23.871771,100960.879338,8935
Standby,23.870426,100962.776429,8936
Standby,23.876456,100962.432832,8937
Standby,23.874149,100963.557381,8938
Standby,23.875337,100961.402779,8939
Standby,23.873747,100962.056086,8940
Standby,23.870513,100964.348959,8941
Standby,23.873152,100966.516092,8942
Standby,23.869080,100963.089115,8943
Standby,23.875267,100963.351595,8944
Standby,23.873904,100962.376955,8945
Standby,23.872366,100963.596688,8946
Standby,23.874044,100964.420866,8947
Standby,23.873327,100965.161454,8948
Standby,23.870863,100962.447741,8949
Standby,23.872191,100966.076250,8950
Standby,23.868433,100962.419598,8951
Standby,23.871544,100968.147741,8952
Standby,23.867786,100961.369829,8953
Standby,23.868154,100962.292799,8954
Standby,23.866493,100964.942393,8955
Standby,23.868171,100963.516743,8956
Standby,23.868468,100966.626162,8957
Standby,23.871282,100965.077917,8958
Standby,23.870793,100965.822498,8959
Standby,23.872820,100964.190918,8960
Standby,23.868101,100963.184009,8961
Standby,23.869674,100963.509083,8962
Standby,23.868311,100964.705060,8963
Standby,23.867210,100965.675301,8964
Standby,23.873100,100966.678484,8965
Standby,23.874411,100967.324363,8966
Standby,23.863784,100964.153675,8967
Standby,23.865322,100967.417778,8968
Standby,23.872191,100967.026892,8969
Standby,23.864990,100963.619165,8970
Standby,23.865532,100964.090615,8971
Standby,23.865724,100962.359713,8972
Standby,23.862875,100963.091981,8973
Standby,23.864570,100964.474654,8974
Standby,23.858243,100961.772161,8975
Standby,23.859991,100961.281325,8976
Standby,23.865322,100964.961987,8977
Standby,23.862263,100965.519919,8978
Standby,23.865794,100965.385894,8979
Standby,23.864938,100964.827245,8980
Standby,23.868590,100964.071353,8981
Standby,23.871002,100966.487984,8982
Standby,23.873117,100963.862204,8983
Standby,23.872401,100964.143313,8984
Standby,23.871544,100966.183083,8985
Standby,23.867175,100964.780116,8986
Standby,23.869534,100963.382307,8987
Standby,23.865654,100966.415717,8988
Standby,23.872925,100965.672355,8989
Standby,23.858628,100962.889203,8990
Standby,23.866528,100965.758358,8991
Standby,23.870129,100966.099650,8992
Standby,23.865567,100964.288669,8993
Standby,23.868311,100963.500923,8994
Standby,23.873484,100966.765695,8995
Standby,23.872296,100967.003145,8996
Standby,23.863172,100962.557309,8997
Standby,23.864885,100966.241294,8998
Standby,23.860673,100967.060418,8999
Standby,23.863015,100964.106005,9000
Standby,23.859939,100966.941451,9001
Standby,23.867524,100966.760664,9002
Standby,23.858034,100966.747001,9003
Standby,23.855849,100968.168532,9004
Standby,23.861826,100966.434811,9005
Standby,23.860708,100965.832541,9006
Standby,23.855499,100967.027732,9007
Standby,23.849015,100966.222395,9008
Standby,23.849207,100968.610808,9009
Standby,23.848053,100967.826329,9010
Standby,23.852615,100966.547901,9011
Standby,23.849906,100965.283858,9012
Standby,23.848927,100965.727276,9013
Standby,23.852441,100966.254764,9014
Standby,23.854433,100966.928501,9015
Standby,23.856111,100967.546726,9016
Standby,23.852161,100964.274287,9017
Standby,23.851007,100964.313672,9018
Standby,23.851514,100967.264594,9019
Standby,23.852808,100963.454517,9020
Standby,23.854136,100964.088507,9021
Standby,23.858488,100964.109132,9022
Standby,23.858908,100962.778349,9023
Standby,23.859205,100964.271663,9024
Standby,23.859275,100965.032169,9025
Standby,23.858803,100964.037895,9026
Standby,23.846358,100965.873308,9027
Standby,23.848211,100966.119252,9028
Standby,23.850046,100963.857989,9029
Standby,23.850483,100963.275833,9030
Standby,23.855167,100965.605715,9031
Standby,23.849662,100964.721373,9032
Standby,23.844068,100964.039002,9033
Standby,23.843299,100966.431151,9034
Standby,23.850693,100965.002795,9035
Standby,23.849714,100965.572960,9036
Standby,23.841884,100966.062507,9037
Standby,23.849696,100966.773086,9038
Standby,23.853105,100968.496737,9039
